State,Year,Quarter,Price
MI,2003,4,300790
MI,2004,1,302790
MI,2004,2,304860
MI,2004,3,309040
MI,2004,4,312410
MI,2005,1,315060
MI,2005,2,316780
MI,2005,3,319380
MI,2005,4,318610
MI,2006,1,317410
MI,2006,2,312120
MI,2006,3,309790
MI,2006,4,311280
MI,2007,1,308900
MI,2007,2,303250
MI,2007,3,293590
MI,2007,4,292570
MI,2008,1,291710
MI,2008,2,279860
MI,2008,3,268510
MI,2008,4,265790
MI,2009,1,271230
MI,2009,2,260630
MI,2009,3,248850
MI,2009,4,244490
MI,2010,1,239770
MI,2010,2,236000
MI,2010,3,239960
MI,2010,4,239400
MI,2011,1,229720
MI,2011,2,225840
MI,2011,3,230390
MI,2011,4,232180
MI,2012,1,227660
MI,2012,2,226590
MI,2012,3,231040
MI,2012,4,234210
MI,2013,1,236940
MI,2013,2,241980
MI,2013,3,247910
MI,2013,4,249910
MI,2014,1,252470
MI,2014,2,259990
MI,2014,3,265690
MI,2014,4,267790
MI,2015,1,268700
MI,2015,2,274540
MI,2015,3,279920
MI,2015,4,281410
MI,2016,1,283600
MI,2016,2,289600
MI,2016,3,295510
MI,2016,4,298090
MI,2017,1,302640
MI,2017,2,311600
MI,2017,3,318080
MI,2017,4,320160
MI,2018,1,324180
MI,2018,2,334400
MI,2018,3,341630
MI,2018,4,342830
MI,2019,1,347320
MI,2019,2,354480
MI,2019,3,358320
MN,1975,1,55220
MN,1975,2,55070
MN,1975,3,58090
MN,1975,4,59840
MN,1976,1,62330
MN,1976,2,62670
MN,1976,3,62940
MN,1976,4,64080
MN,1977,1,66470
MN,1977,2,68630
MN,1977,3,73040
MN,1977,4,74910
MN,1978,1,76460
MN,1978,2,81950
MN,1978,3,85530
MN,1978,4,87410
MN,1979,1,91460
MN,1979,2,94630
MN,1979,3,97260
MN,1979,4,98590
MN,1980,1,100000
MN,1980,2,101920
MN,1980,3,106800
MN,1980,4,104550
MN,1981,1,100780
MN,1981,2,100600
MN,1981,3,104330
MN,1981,4,106910
MN,1982,1,107720
MN,1982,2,107180
MN,1982,3,107080
MN,1982,4,109260
MN,1983,1,113120
MN,1983,2,113310
MN,1983,3,112570
MN,1983,4,110270
MN,1984,1,113900
MN,1984,2,113610
MN,1984,3,115480
MN,1984,4,115670
MN,1985,1,116850
MN,1985,2,118210
MN,1985,3,115720
MN,1985,4,119860
MN,1986,1,121220
MN,1986,2,120540
MN,1986,3,124040
MN,1986,4,123900
MN,1987,1,126650
MN,1987,2,128840
MN,1987,3,130020
MN,1987,4,129080
MN,1988,1,131510
MN,1988,2,133360
MN,1988,3,133210
MN,1988,4,134020
MN,1989,1,134460
MN,1989,2,136320
MN,1989,3,138270
MN,1989,4,139040
MN,1990,1,139160
MN,1990,2,139120
MN,1990,3,139870
MN,1990,4,139800
MN,1991,1,141790
MN,1991,2,142940
MN,1991,3,143280
MN,1991,4,145820
MN,1992,1,146510
MN,1992,2,147320
MN,1992,3,149080
MN,1992,4,150020
MN,1993,1,151340
MN,1993,2,152790
MN,1993,3,154720
MN,1993,4,156360
MN,1994,1,157270
MN,1994,2,160120
MN,1994,3,161310
MN,1994,4,161970
MN,1995,1,163440
MN,1995,2,166550
MN,1995,3,169560
MN,1995,4,171730
MN,1996,1,174020
MN,1996,2,175260
MN,1996,3,176960
MN,1996,4,178910
MN,1997,1,181020
MN,1997,2,182970
MN,1997,3,186380
MN,1997,4,189080
MN,1998,1,192230
MN,1998,2,193590
MN,1998,3,197590
MN,1998,4,199940
MN,1999,1,203220
MN,1999,2,209290
MN,1999,3,215850
MN,1999,4,218680
MN,2000,1,224920
MN,2000,2,231600
MN,2000,3,237300
MN,2000,4,241950
MN,2001,1,248340
MN,2001,2,255010
MN,2001,3,262730
MN,2001,4,266250
MN,2002,1,271790
MN,2002,2,279010
MN,2002,3,285100
MN,2002,4,289480
MN,2003,1,293450
MN,2003,2,296870
MN,2003,3,303760
MN,2003,4,314670
MN,2004,1,318440
MN,2004,2,324720
MN,2004,3,335660
MN,2004,4,340590
MN,2005,1,347180
MN,2005,2,354290
MN,2005,3,360750
MN,2005,4,364730
MN,2006,1,366620
MN,2006,2,364570
MN,2006,3,364900
MN,2006,4,368940
MN,2007,1,370970
MN,2007,2,366760
MN,2007,3,358970
MN,2007,4,357940
MN,2008,1,359410
MN,2008,2,348330
MN,2008,3,337970
MN,2008,4,336830
MN,2009,1,342760
MN,2009,2,332780
MN,2009,3,319300
MN,2009,4,315000
MN,2010,1,310240
MN,2010,2,307390
MN,2010,3,314280
MN,2010,4,310190
MN,2011,1,297370
MN,2011,2,290650
MN,2011,3,294370
MN,2011,4,297220
MN,2012,1,291630
MN,2012,2,289890
MN,2012,3,294400
MN,2012,4,297650
MN,2013,1,299030
MN,2013,2,304630
MN,2013,3,311050
MN,2013,4,311610
MN,2014,1,313490
MN,2014,2,321250
MN,2014,3,324420
MN,2014,4,325560
MN,2015,1,326040
MN,2015,2,333100
MN,2015,3,338710
MN,2015,4,339750
MN,2016,1,341260
MN,2016,2,349840
MN,2016,3,355090
MN,2016,4,357450
MN,2017,1,361320
MN,2017,2,373820
MN,2017,3,379170
MN,2017,4,380640
MN,2018,1,386100
MN,2018,2,397920
MN,2018,3,404290
MN,2018,4,403470
MN,2019,1,408050
MN,2019,2,416820
MN,2019,3,420810
MO,1975,1,65660
MO,1975,2,73130
MO,1975,3,65520
MO,1975,4,65060
MO,1976,1,66870
MO,1976,2,77230
MO,1976,3,69790
MO,1976,4,69150
MO,1977,1,70950
MO,1977,2,81170
MO,1977,3,77740
MO,1977,4,80060
MO,1978,1,83040
MO,1978,2,92840
MO,1978,3,90150
MO,1978,4,90930
MO,1979,1,95790
MO,1979,2,102880
MO,1979,3,98550
MO,1979,4,100680
MO,1980,1,100000
MO,1980,2,111130
MO,1980,3,105250
MO,1980,4,105570
MO,1981,1,103540
MO,1981,2,103630
MO,1981,3,103120
MO,1981,4,102150
MO,1982,1,103250
MO,1982,2,101720
MO,1982,3,103720
MO,1982,4,104180
MO,1983,1,105590
MO,1983,2,108150
MO,1983,3,111620
MO,1983,4,112750
MO,1984,1,113290
MO,1984,2,115290
MO,1984,3,119000
MO,1984,4,118910
MO,1985,1,120230
MO,1985,2,123640
MO,1985,3,125490
MO,1985,4,126540
MO,1986,1,127500
MO,1986,2,129420
MO,1986,3,131910
MO,1986,4,134070
MO,1987,1,135940
MO,1987,2,138870
MO,1987,3,140230
MO,1987,4,140840
MO,1988,1,140880
MO,1988,2,142920
MO,1988,3,144050
MO,1988,4,143800
MO,1989,1,143670
MO,1989,2,145280
MO,1989,3,146150
MO,1989,4,146760
MO,1990,1,146980
MO,1990,2,146780
MO,1990,3,147000
MO,1990,4,145730
MO,1991,1,147450
MO,1991,2,148190
MO,1991,3,148600
MO,1991,4,150230
MO,1992,1,150990
MO,1992,2,151380
MO,1992,3,152450
MO,1992,4,153350
MO,1993,1,153410
MO,1993,2,154430
MO,1993,3,155510
MO,1993,4,156810
MO,1994,1,158460
MO,1994,2,161530
MO,1994,3,164020
MO,1994,4,164410
MO,1995,1,166510
MO,1995,2,168490
MO,1995,3,170720
MO,1995,4,172200
MO,1996,1,173840
MO,1996,2,176190
MO,1996,3,177510
MO,1996,4,179570
MO,1997,1,181150
MO,1997,2,182850
MO,1997,3,185180
MO,1997,4,186920
MO,1998,1,188570
MO,1998,2,190460
MO,1998,3,192630
MO,1998,4,194320
MO,1999,1,196860
MO,1999,2,199940
MO,1999,3,202190
MO,1999,4,204190
MO,2000,1,208130
MO,2000,2,210640
MO,2000,3,214070
MO,2000,4,216640
MO,2001,1,220310
MO,2001,2,223610
MO,2001,3,226900
MO,2001,4,229160
MO,2002,1,232870
MO,2002,2,235970
MO,2002,3,238880
MO,2002,4,241780
MO,2003,1,243900
MO,2003,2,245610
MO,2003,3,248630
MO,2003,4,254330
MO,2004,1,257330
MO,2004,2,260650
MO,2004,3,266610
MO,2004,4,270280
MO,2005,1,274850
MO,2005,2,278910
MO,2005,3,283840
MO,2005,4,286970
MO,2006,1,289790
MO,2006,2,290230
MO,2006,3,292890
MO,2006,4,296290
MO,2007,1,297800
MO,2007,2,298190
MO,2007,3,296550
MO,2007,4,297810
MO,2008,1,298210
MO,2008,2,294170
MO,2008,3,289260
MO,2008,4,290000
MO,2009,1,292300
MO,2009,2,287610
MO,2009,3,280920
MO,2009,4,279590
MO,2010,1,277440
MO,2010,2,275520
MO,2010,3,278450
MO,2010,4,276680
MO,2011,1,269790
MO,2011,2,265520
MO,2011,3,269270
MO,2011,4,270570
MO,2012,1,268160
MO,2012,2,265750
MO,2012,3,268680
MO,2012,4,269100
MO,2013,1,268000
MO,2013,2,268800
MO,2013,3,269250
MO,2013,4,268640
MO,2014,1,269390
MO,2014,2,273710
MO,2014,3,276470
MO,2014,4,278510
MO,2015,1,280660
MO,2015,2,283050
MO,2015,3,286240
MO,2015,4,289470
MO,2016,1,291700
MO,2016,2,295940
MO,2016,3,300550
MO,2016,4,302540
MO,2017,1,303490
MO,2017,2,310250
MO,2017,3,314750
MO,2017,4,317500
MO,2018,1,322390
MO,2018,2,329210
MO,2018,3,333640
MO,2018,4,338200
MO,2019,1,339100
MO,2019,2,345850
MO,2019,3,349060
MS,1975,1,75390
MS,1975,2,71390
MS,1975,3,72790
MS,1975,4,72780
MS,1976,1,73570
MS,1976,2,75430
MS,1976,3,72160
MS,1976,4,80720
MS,1977,1,75100
MS,1977,2,77820
MS,1977,3,78400
MS,1977,4,86380
MS,1978,1,86690
MS,1978,2,87920
MS,1978,3,93170
MS,1978,4,90480
MS,1979,1,98610
MS,1979,2,100960
MS,1979,3,106690
MS,1979,4,93240
MS,1980,1,100000
MS,1980,2,98070
MS,1980,3,104450
MS,1980,4,103500
MS,1981,1,95280
MS,1981,2,115180
MS,1981,3,107970
MS,1981,4,94450
MS,1982,1,103280
MS,1982,2,105770
MS,1982,3,109680
MS,1982,4,108620
MS,1983,1,112790
MS,1983,2,113120
MS,1983,3,111130
MS,1983,4,115550
MS,1984,1,118350
MS,1984,2,115390
MS,1984,3,113110
MS,1984,4,114440
MS,1985,1,120440
MS,1985,2,122470
MS,1985,3,123110
MS,1985,4,122950
MS,1986,1,124260
MS,1986,2,126010
MS,1986,3,124500
MS,1986,4,125050
MS,1987,1,126430
MS,1987,2,126420
MS,1987,3,124540
MS,1987,4,123370
MS,1988,1,122510
MS,1988,2,124340
MS,1988,3,122360
MS,1988,4,124530
MS,1989,1,119630
MS,1989,2,123700
MS,1989,3,125990
MS,1989,4,125120
MS,1990,1,126790
MS,1990,2,124670
MS,1990,3,126020
MS,1990,4,124740
MS,1991,1,127490
MS,1991,2,126420
MS,1991,3,126620
MS,1991,4,129850
MS,1992,1,131590
MS,1992,2,131840
MS,1992,3,132710
MS,1992,4,133270
MS,1993,1,133790
MS,1993,2,135840
MS,1993,3,137620
MS,1993,4,138730
MS,1994,1,140870
MS,1994,2,142920
MS,1994,3,144490
MS,1994,4,146820
MS,1995,1,146840
MS,1995,2,150030
MS,1995,3,152290
MS,1995,4,153850
MS,1996,1,154960
MS,1996,2,155600
MS,1996,3,158650
MS,1996,4,159690
MS,1997,1,160320
MS,1997,2,161380
MS,1997,3,163680
MS,1997,4,166130
MS,1998,1,168040
MS,1998,2,170840
MS,1998,3,172340
MS,1998,4,174130
MS,1999,1,176390
MS,1999,2,178800
MS,1999,3,179660
MS,1999,4,179380
MS,2000,1,181270
MS,2000,2,182580
MS,2000,3,185360
MS,2000,4,186680
MS,2001,1,191430
MS,2001,2,192630
MS,2001,3,194560
MS,2001,4,196160
MS,2002,1,196840
MS,2002,2,196230
MS,2002,3,199750
MS,2002,4,201750
MS,2003,1,203030
MS,2003,2,204650
MS,2003,3,205660
MS,2003,4,207300
MS,2004,1,209260
MS,2004,2,211430
MS,2004,3,214290
MS,2004,4,217350
MS,2005,1,218610
MS,2005,2,222890
MS,2005,3,227470
MS,2005,4,232550
MS,2006,1,236400
MS,2006,2,243230
MS,2006,3,248020
MS,2006,4,252580
MS,2007,1,256320
MS,2007,2,256230
MS,2007,3,256470
MS,2007,4,259830
MS,2008,1,259970
MS,2008,2,257940
MS,2008,3,253220
MS,2008,4,255720
MS,2009,1,256610
MS,2009,2,253980
MS,2009,3,249180
MS,2009,4,247780
MS,2010,1,244970
MS,2010,2,241660
MS,2010,3,244600
MS,2010,4,242780
MS,2011,1,237610
MS,2011,2,237410
MS,2011,3,240110
MS,2011,4,241290
MS,2012,1,238860
MS,2012,2,237510
MS,2012,3,240040
MS,2012,4,238400
MS,2013,1,238480
MS,2013,2,238050
MS,2013,3,238450
MS,2013,4,237140
MS,2014,1,239070
MS,2014,2,239850
MS,2014,3,241550
MS,2014,4,244320
MS,2015,1,246960
MS,2015,2,247210
MS,2015,3,250000
MS,2015,4,251510
MS,2016,1,252320
MS,2016,2,254610
MS,2016,3,256050
MS,2016,4,260350
MS,2017,1,259950
MS,2017,2,260610
MS,2017,3,264420
MS,2017,4,264650
MS,2018,1,267490
MS,2018,2,268510
MS,2018,3,272510
MS,2018,4,274910
MS,2019,1,276540
MS,2019,2,282280
MS,2019,3,285690
MT,1975,1,55290
MT,1975,2,56790
MT,1975,3,58920
MT,1975,4,57930
MT,1976,1,60010
MT,1976,2,65370
MT,1976,3,63630
MT,1976,4,64870
MT,1977,1,66470
MT,1977,2,71530
MT,1977,3,76250
MT,1977,4,80140
MT,1978,1,89040
MT,1978,2,89420
MT,1978,3,89780
MT,1978,4,91490
MT,1979,1,94600
MT,1979,2,100510
MT,1979,3,97280
MT,1979,4,103800
MT,1980,1,100000
MT,1980,2,92750
MT,1980,3,107830
MT,1980,4,101170
MT,1981,1,95460
MT,1981,2,101900
MT,1981,3,113670
MT,1981,4,100000
MT,1982,1,104950
MT,1982,2,115360
MT,1982,3,99520
MT,1982,4,112930
MT,1983,1,98610
MT,1983,2,103960
MT,1983,3,110060
MT,1983,4,113670
MT,1984,1,123270
MT,1984,2,120040
MT,1984,3,114650
MT,1984,4,111160
MT,1985,1,115710
MT,1985,2,109870
MT,1985,3,115580
MT,1985,4,118130
MT,1986,1,117120
MT,1986,2,114400
MT,1986,3,114930
MT,1986,4,115350
MT,1987,1,110530
MT,1987,2,112780
MT,1987,3,110980
MT,1987,4,104760
MT,1988,1,109470
MT,1988,2,110490
MT,1988,3,113760
MT,1988,4,112760
MT,1989,1,110790
MT,1989,2,112010
MT,1989,3,114280
MT,1989,4,115700
MT,1990,1,113440
MT,1990,2,116550
MT,1990,3,121380
MT,1990,4,121680
MT,1991,1,119640
MT,1991,2,124050
MT,1991,3,126020
MT,1991,4,130330
MT,1992,1,132360
MT,1992,2,134460
MT,1992,3,138270
MT,1992,4,142600
MT,1993,1,145210
MT,1993,2,149140
MT,1993,3,151790
MT,1993,4,156860
MT,1994,1,159250
MT,1994,2,166030
MT,1994,3,170430
MT,1994,4,171160
MT,1995,1,173290
MT,1995,2,177100
MT,1995,3,180880
MT,1995,4,181700
MT,1996,1,184800
MT,1996,2,186310
MT,1996,3,188550
MT,1996,4,189770
MT,1997,1,190100
MT,1997,2,190890
MT,1997,3,193450
MT,1997,4,197000
MT,1998,1,198310
MT,1998,2,198100
MT,1998,3,199760
MT,1998,4,201870
MT,1999,1,201810
MT,1999,2,203990
MT,1999,3,206300
MT,1999,4,206120
MT,2000,1,208810
MT,2000,2,210660
MT,2000,3,213680
MT,2000,4,216780
MT,2001,1,221070
MT,2001,2,223660
MT,2001,3,225700
MT,2001,4,227320
MT,2002,1,232170
MT,2002,2,234380
MT,2002,3,238800
MT,2002,4,241180
MT,2003,1,243740
MT,2003,2,248720
MT,2003,3,254330
MT,2003,4,261080
MT,2004,1,265470
MT,2004,2,271960
MT,2004,3,281740
MT,2004,4,287780
MT,2005,1,295150
MT,2005,2,307140
MT,2005,3,316060
MT,2005,4,326700
MT,2006,1,333120
MT,2006,2,343390
MT,2006,3,352390
MT,2006,4,358720
MT,2007,1,365440
MT,2007,2,370520
MT,2007,3,373990
MT,2007,4,376360
MT,2008,1,379960
MT,2008,2,378260
MT,2008,3,372070
MT,2008,4,375300
MT,2009,1,377290
MT,2009,2,372190
MT,2009,3,363320
MT,2009,4,360540
MT,2010,1,353760
MT,2010,2,350110
MT,2010,3,354740
MT,2010,4,353600
MT,2011,1,342870
MT,2011,2,341420
MT,2011,3,343070
MT,2011,4,344860
MT,2012,1,345960
MT,2012,2,345640
MT,2012,3,348930
MT,2012,4,353940
MT,2013,1,357210
MT,2013,2,359620
MT,2013,3,364300
MT,2013,4,365110
MT,2014,1,368660
MT,2014,2,371250
MT,2014,3,379500
MT,2014,4,381630
MT,2015,1,383980
MT,2015,2,390560
MT,2015,3,395510
MT,2015,4,398340
MT,2016,1,402720
MT,2016,2,404910
MT,2016,3,413380
MT,2016,4,414150
MT,2017,1,420090
MT,2017,2,424480
MT,2017,3,435790
MT,2017,4,438560
MT,2018,1,444280
MT,2018,2,453250
MT,2018,3,460840
MT,2018,4,467110
MT,2019,1,464810
MT,2019,2,478640
MT,2019,3,488300
NC,1975,1,66120
NC,1975,2,67060
NC,1975,3,68610
NC,1975,4,70730
NC,1976,1,69660
NC,1976,2,69780
NC,1976,3,70400
NC,1976,4,70790
NC,1977,1,74980
NC,1977,2,73930
NC,1977,3,76700
NC,1977,4,81240
NC,1978,1,82920
NC,1978,2,83080
NC,1978,3,86700
NC,1978,4,87330
NC,1979,1,90330
NC,1979,2,91920
NC,1979,3,96110
NC,1979,4,96390
NC,1980,1,100000
NC,1980,2,98270
NC,1980,3,101310
NC,1980,4,102700
NC,1981,1,105620
NC,1981,2,106230
NC,1981,3,105910
NC,1981,4,104390
NC,1982,1,107030
NC,1982,2,109390
NC,1982,3,109420
NC,1982,4,111800
NC,1983,1,112800
NC,1983,2,111290
NC,1983,3,113870
NC,1983,4,115290
NC,1984,1,117920
NC,1984,2,122210
NC,1984,3,121650
NC,1984,4,124860
NC,1985,1,127640
NC,1985,2,130070
NC,1985,3,132930
NC,1985,4,134710
NC,1986,1,135850
NC,1986,2,138470
NC,1986,3,140920
NC,1986,4,142760
NC,1987,1,145440
NC,1987,2,147010
NC,1987,3,149370
NC,1987,4,150400
NC,1988,1,151460
NC,1988,2,153930
NC,1988,3,155360
NC,1988,4,156030
NC,1989,1,156610
NC,1989,2,157420
NC,1989,3,160160
NC,1989,4,160580
NC,1990,1,160950
NC,1990,2,161380
NC,1990,3,162830
NC,1990,4,162750
NC,1991,1,163720
NC,1991,2,164970
NC,1991,3,165260
NC,1991,4,167630
NC,1992,1,168750
NC,1992,2,169110
NC,1992,3,171140
NC,1992,4,171840
NC,1993,1,172280
NC,1993,2,173840
NC,1993,3,175610
NC,1993,4,177070
NC,1994,1,178590
NC,1994,2,181320
NC,1994,3,183700
NC,1994,4,185860
NC,1995,1,187400
NC,1995,2,190010
NC,1995,3,193190
NC,1995,4,195110
NC,1996,1,197480
NC,1996,2,199270
NC,1996,3,201660
NC,1996,4,203290
NC,1997,1,205860
NC,1997,2,208340
NC,1997,3,211400
NC,1997,4,214490
NC,1998,1,217160
NC,1998,2,218710
NC,1998,3,221920
NC,1998,4,224170
NC,1999,1,226100
NC,1999,2,228470
NC,1999,3,229830
NC,1999,4,230880
NC,2000,1,233030
NC,2000,2,235900
NC,2000,3,238960
NC,2000,4,241530
NC,2001,1,246820
NC,2001,2,248990
NC,2001,3,250940
NC,2001,4,253290
NC,2002,1,254820
NC,2002,2,255930
NC,2002,3,259440
NC,2002,4,261200
NC,2003,1,263350
NC,2003,2,265090
NC,2003,3,266380
NC,2003,4,268850
NC,2004,1,271870
NC,2004,2,274360
NC,2004,3,277190
NC,2004,4,281910
NC,2005,1,286430
NC,2005,2,290280
NC,2005,3,296810
NC,2005,4,303000
NC,2006,1,307990
NC,2006,2,312370
NC,2006,3,317660
NC,2006,4,323510
NC,2007,1,328510
NC,2007,2,331650
NC,2007,3,332930
NC,2007,4,335620
NC,2008,1,338310
NC,2008,2,337700
NC,2008,3,333560
NC,2008,4,333400
NC,2009,1,337220
NC,2009,2,331430
NC,2009,3,323650
NC,2009,4,319820
NC,2010,1,314460
NC,2010,2,311970
NC,2010,3,313890
NC,2010,4,312250
NC,2011,1,305320
NC,2011,2,299010
NC,2011,3,300670
NC,2011,4,301700
NC,2012,1,297700
NC,2012,2,294150
NC,2012,3,297170
NC,2012,4,298490
NC,2013,1,297920
NC,2013,2,299470
NC,2013,3,300310
NC,2013,4,299590
NC,2014,1,301580
NC,2014,2,305580
NC,2014,3,308640
NC,2014,4,309880
NC,2015,1,314610
NC,2015,2,318660
NC,2015,3,321830
NC,2015,4,324940
NC,2016,1,328830
NC,2016,2,334170
NC,2016,3,341090
NC,2016,4,342660
NC,2017,1,344680
NC,2017,2,356280
NC,2017,3,361370
NC,2017,4,363140
NC,2018,1,369720
NC,2018,2,380990
NC,2018,3,386620
NC,2018,4,390900
NC,2019,1,396430
NC,2019,2,403490
NC,2019,3,406940
ND,1975,1,68540
ND,1975,2,59800
ND,1975,3,65530
ND,1975,4,63650
ND,1976,1,74670
ND,1976,2,72620
ND,1976,3,72020
ND,1976,4,72560
ND,1977,1,82200
ND,1977,2,86140
ND,1977,3,79740
ND,1977,4,77520
ND,1978,1,87670
ND,1978,2,82330
ND,1978,3,89960
ND,1978,4,86940
ND,1979,1,98320
ND,1979,2,98850
ND,1979,3,97420
ND,1979,4,100700
ND,1980,1,100000
ND,1980,2,107880
ND,1980,3,99880
ND,1980,4,93860
ND,1981,1,102760
ND,1981,2,96850
ND,1981,3,116410
ND,1981,4,109600
ND,1982,1,98970
ND,1982,2,84120
ND,1982,3,72630
ND,1982,4,88200
ND,1983,1,99550
ND,1983,2,106580
ND,1983,3,90370
ND,1983,4,109380
ND,1984,1,118290
ND,1984,2,113720
ND,1984,3,114700
ND,1984,4,108920
ND,1985,1,109730
ND,1985,2,110270
ND,1985,3,113110
ND,1985,4,108890
ND,1986,1,113270
ND,1986,2,112460
ND,1986,3,111740
ND,1986,4,109340
ND,1987,1,113410
ND,1987,2,110520
ND,1987,3,110720
ND,1987,4,110390
ND,1988,1,107780
ND,1988,2,108980
ND,1988,3,109690
ND,1988,4,104980
ND,1989,1,109000
ND,1989,2,108130
ND,1989,3,110650
ND,1989,4,111600
ND,1990,1,111160
ND,1990,2,110800
ND,1990,3,112250
ND,1990,4,111020
ND,1991,1,113150
ND,1991,2,114300
ND,1991,3,114440
ND,1991,4,115530
ND,1992,1,117950
ND,1992,2,118010
ND,1992,3,119460
ND,1992,4,120560
ND,1993,1,121370
ND,1993,2,124120
ND,1993,3,126420
ND,1993,4,127050
ND,1994,1,128740
ND,1994,2,132410
ND,1994,3,134110
ND,1994,4,134430
ND,1995,1,136880
ND,1995,2,138270
ND,1995,3,139850
ND,1995,4,140600
ND,1996,1,144210
ND,1996,2,142740
ND,1996,3,145230
ND,1996,4,145080
ND,1997,1,145420
ND,1997,2,146230
ND,1997,3,148450
ND,1997,4,150590
ND,1998,1,153190
ND,1998,2,154460
ND,1998,3,156520
ND,1998,4,157210
ND,1999,1,157500
ND,1999,2,157910
ND,1999,3,158450
ND,1999,4,156890
ND,2000,1,158800
ND,2000,2,159910
ND,2000,3,161480
ND,2000,4,163020
ND,2001,1,167010
ND,2001,2,168220
ND,2001,3,169550
ND,2001,4,170910
ND,2002,1,172810
ND,2002,2,174350
ND,2002,3,178240
ND,2002,4,180180
ND,2003,1,181450
ND,2003,2,184110
ND,2003,3,186640
ND,2003,4,190420
ND,2004,1,192380
ND,2004,2,195680
ND,2004,3,201260
ND,2004,4,205700
ND,2005,1,206730
ND,2005,2,213350
ND,2005,3,218040
ND,2005,4,220880
ND,2006,1,221930
ND,2006,2,228250
ND,2006,3,231250
ND,2006,4,231250
ND,2007,1,236440
ND,2007,2,239130
ND,2007,3,241090
ND,2007,4,241540
ND,2008,1,246040
ND,2008,2,246760
ND,2008,3,246780
ND,2008,4,248920
ND,2009,1,250470
ND,2009,2,250220
ND,2009,3,249710
ND,2009,4,252020
ND,2010,1,252100
ND,2010,2,251650
ND,2010,3,253910
ND,2010,4,256690
ND,2011,1,258300
ND,2011,2,261940
ND,2011,3,264340
ND,2011,4,266820
ND,2012,1,268960
ND,2012,2,276670
ND,2012,3,281110
ND,2012,4,288650
ND,2013,1,293690
ND,2013,2,300190
ND,2013,3,310820
ND,2013,4,315910
ND,2014,1,318950
ND,2014,2,323160
ND,2014,3,330640
ND,2014,4,335960
ND,2015,1,339190
ND,2015,2,342810
ND,2015,3,349730
ND,2015,4,351860
ND,2016,1,350600
ND,2016,2,354250
ND,2016,3,358600
ND,2016,4,357910
ND,2017,1,360620
ND,2017,2,360990
ND,2017,3,363960
ND,2017,4,363200
ND,2018,1,362980
ND,2018,2,369000
ND,2018,3,366950
ND,2018,4,369840
ND,2019,1,370430
ND,2019,2,379640
ND,2019,3,380410
NE,1975,1,63680
NE,1975,2,63190
NE,1975,3,61460
NE,1975,4,68070
NE,1976,1,67270
NE,1976,2,67680
NE,1976,3,67720
NE,1976,4,70670
NE,1977,1,72300
NE,1977,2,74460
NE,1977,3,78500
NE,1977,4,79680
NE,1978,1,78940
NE,1978,2,85860
NE,1978,3,86730
NE,1978,4,86780
NE,1979,1,92680
NE,1979,2,94140
NE,1979,3,97860
NE,1979,4,97820
NE,1980,1,100000
NE,1980,2,103400
NE,1980,3,101800
NE,1980,4,105910
NE,1981,1,103300
NE,1981,2,103040
NE,1981,3,100820
NE,1981,4,100400
NE,1982,1,106400
NE,1982,2,107140
NE,1982,3,109150
NE,1982,4,108830
NE,1983,1,109270
NE,1983,2,109220
NE,1983,3,111360
NE,1983,4,111960
NE,1984,1,110300
NE,1984,2,112940
NE,1984,3,112230
NE,1984,4,111790
NE,1985,1,111360
NE,1985,2,113000
NE,1985,3,113030
NE,1985,4,114140
NE,1986,1,115420
NE,1986,2,115600
NE,1986,3,115720
NE,1986,4,116990
NE,1987,1,117510
NE,1987,2,116870
NE,1987,3,115430
NE,1987,4,116140
NE,1988,1,117170
NE,1988,2,117820
NE,1988,3,118460
NE,1988,4,118310
NE,1989,1,119400
NE,1989,2,120510
NE,1989,3,121750
NE,1989,4,122750
NE,1990,1,123540
NE,1990,2,125620
NE,1990,3,126980
NE,1990,4,127000
NE,1991,1,128160
NE,1991,2,129490
NE,1991,3,130730
NE,1991,4,131460
NE,1992,1,133230
NE,1992,2,135120
NE,1992,3,137200
NE,1992,4,138110
NE,1993,1,139360
NE,1993,2,141000
NE,1993,3,143240
NE,1993,4,145440
NE,1994,1,147390
NE,1994,2,152200
NE,1994,3,155870
NE,1994,4,155800
NE,1995,1,157610
NE,1995,2,160630
NE,1995,3,163020
NE,1995,4,164050
NE,1996,1,165990
NE,1996,2,169490
NE,1996,3,172010
NE,1996,4,172980
NE,1997,1,174460
NE,1997,2,177970
NE,1997,3,180030
NE,1997,4,182460
NE,1998,1,184160
NE,1998,2,185270
NE,1998,3,188030
NE,1998,4,190300
NE,1999,1,191690
NE,1999,2,195250
NE,1999,3,196010
NE,1999,4,197340
NE,2000,1,198580
NE,2000,2,201340
NE,2000,3,203170
NE,2000,4,204670
NE,2001,1,207300
NE,2001,2,209560
NE,2001,3,211390
NE,2001,4,213060
NE,2002,1,214770
NE,2002,2,216110
NE,2002,3,218160
NE,2002,4,219610
NE,2003,1,220770
NE,2003,2,222010
NE,2003,3,224410
NE,2003,4,228060
NE,2004,1,229250
NE,2004,2,232530
NE,2004,3,237120
NE,2004,4,239020
NE,2005,1,240690
NE,2005,2,244180
NE,2005,3,247610
NE,2005,4,246750
NE,2006,1,246960
NE,2006,2,249450
NE,2006,3,250430
NE,2006,4,250720
NE,2007,1,251660
NE,2007,2,253520
NE,2007,3,252340
NE,2007,4,251990
NE,2008,1,253990
