State,Year,Quarter,Price
NE,2008,2,251910
NE,2008,3,249590
NE,2008,4,251000
NE,2009,1,252920
NE,2009,2,251730
NE,2009,3,249180
NE,2009,4,249070
NE,2010,1,246670
NE,2010,2,248520
NE,2010,3,250700
NE,2010,4,249370
NE,2011,1,247220
NE,2011,2,246290
NE,2011,3,248770
NE,2011,4,250340
NE,2012,1,250110
NE,2012,2,250420
NE,2012,3,251530
NE,2012,4,252690
NE,2013,1,254260
NE,2013,2,256910
NE,2013,3,258770
NE,2013,4,260490
NE,2014,1,260400
NE,2014,2,266110
NE,2014,3,268690
NE,2014,4,269950
NE,2015,1,271710
NE,2015,2,277210
NE,2015,3,282080
NE,2015,4,282940
NE,2016,1,283130
NE,2016,2,289000
NE,2016,3,294180
NE,2016,4,295560
NE,2017,1,298980
NE,2017,2,308070
NE,2017,3,312850
NE,2017,4,315160
NE,2018,1,319390
NE,2018,2,326610
NE,2018,3,333120
NE,2018,4,335010
NE,2019,1,337700
NE,2019,2,346930
NE,2019,3,347960
NH,1975,1,63790
NH,1975,2,72190
NH,1975,3,61660
NH,1975,4,64520
NH,1976,1,65250
NH,1976,2,58310
NH,1976,3,67360
NH,1976,4,66600
NH,1977,1,61230
NH,1977,2,70150
NH,1977,3,72290
NH,1977,4,88280
NH,1978,1,75680
NH,1978,2,76890
NH,1978,3,82970
NH,1978,4,86250
NH,1979,1,89150
NH,1979,2,91700
NH,1979,3,95910
NH,1979,4,93440
NH,1980,1,100000
NH,1980,2,97080
NH,1980,3,101990
NH,1980,4,96350
NH,1981,1,98210
NH,1981,2,100230
NH,1981,3,99260
NH,1981,4,107740
NH,1982,1,107120
NH,1982,2,99770
NH,1982,3,108670
NH,1982,4,105950
NH,1983,1,108190
NH,1983,2,111910
NH,1983,3,115390
NH,1983,4,117170
NH,1984,1,121850
NH,1984,2,127150
NH,1984,3,132680
NH,1984,4,136860
NH,1985,1,141160
NH,1985,2,151360
NH,1985,3,159080
NH,1985,4,169130
NH,1986,1,177320
NH,1986,2,185590
NH,1986,3,194360
NH,1986,4,205340
NH,1987,1,210630
NH,1987,2,219470
NH,1987,3,221790
NH,1987,4,225830
NH,1988,1,225360
NH,1988,2,228130
NH,1988,3,228160
NH,1988,4,227640
NH,1989,1,228270
NH,1989,2,224880
NH,1989,3,228840
NH,1989,4,229070
NH,1990,1,224450
NH,1990,2,215000
NH,1990,3,210280
NH,1990,4,203050
NH,1991,1,200380
NH,1991,2,197240
NH,1991,3,193080
NH,1991,4,193570
NH,1992,1,193600
NH,1992,2,189250
NH,1992,3,188390
NH,1992,4,188500
NH,1993,1,186750
NH,1993,2,188940
NH,1993,3,189270
NH,1993,4,189790
NH,1994,1,190320
NH,1994,2,186960
NH,1994,3,184280
NH,1994,4,183650
NH,1995,1,184250
NH,1995,2,186860
NH,1995,3,190700
NH,1995,4,193270
NH,1996,1,194020
NH,1996,2,193560
NH,1996,3,195850
NH,1996,4,197040
NH,1997,1,198470
NH,1997,2,201250
NH,1997,3,203570
NH,1997,4,206690
NH,1998,1,209600
NH,1998,2,213700
NH,1998,3,217580
NH,1998,4,221310
NH,1999,1,224560
NH,1999,2,231050
NH,1999,3,238290
NH,1999,4,242810
NH,2000,1,252280
NH,2000,2,260970
NH,2000,3,270560
NH,2000,4,278050
NH,2001,1,284330
NH,2001,2,294050
NH,2001,3,304310
NH,2001,4,309730
NH,2002,1,318190
NH,2002,2,329460
NH,2002,3,339630
NH,2002,4,347290
NH,2003,1,352690
NH,2003,2,358140
NH,2003,3,367460
NH,2003,4,381870
NH,2004,1,387490
NH,2004,2,397960
NH,2004,3,415570
NH,2004,4,423620
NH,2005,1,434750
NH,2005,2,445200
NH,2005,3,455730
NH,2005,4,460860
NH,2006,1,464340
NH,2006,2,461720
NH,2006,3,459860
NH,2006,4,462870
NH,2007,1,461310
NH,2007,2,458360
NH,2007,3,450730
NH,2007,4,450370
NH,2008,1,450680
NH,2008,2,438900
NH,2008,3,423640
NH,2008,4,422210
NH,2009,1,423440
NH,2009,2,411410
NH,2009,3,397840
NH,2009,4,395770
NH,2010,1,391850
NH,2010,2,389210
NH,2010,3,393510
NH,2010,4,391360
NH,2011,1,382420
NH,2011,2,375650
NH,2011,3,377990
NH,2011,4,379580
NH,2012,1,374130
NH,2012,2,371310
NH,2012,3,373070
NH,2012,4,374550
NH,2013,1,373410
NH,2013,2,374280
NH,2013,3,378510
NH,2013,4,378720
NH,2014,1,382650
NH,2014,2,385160
NH,2014,3,391420
NH,2014,4,392970
NH,2015,1,396330
NH,2015,2,402270
NH,2015,3,407590
NH,2015,4,408050
NH,2016,1,411560
NH,2016,2,417150
NH,2016,3,424700
NH,2016,4,427840
NH,2017,1,430660
NH,2017,2,440290
NH,2017,3,448740
NH,2017,4,453250
NH,2018,1,459820
NH,2018,2,470580
NH,2018,3,476020
NH,2018,4,480660
NH,2019,1,484600
NH,2019,2,497330
NH,2019,3,500650
NJ,1975,1,63980
NJ,1975,2,59910
NJ,1975,3,60310
NJ,1975,4,62790
NJ,1976,1,62300
NJ,1976,2,63960
NJ,1976,3,66140
NJ,1976,4,62150
NJ,1977,1,65200
NJ,1977,2,65790
NJ,1977,3,67450
NJ,1977,4,69390
NJ,1978,1,71280
NJ,1978,2,73260
NJ,1978,3,76370
NJ,1978,4,79490
NJ,1979,1,84860
NJ,1979,2,87220
NJ,1979,3,91840
NJ,1979,4,94460
NJ,1980,1,100000
NJ,1980,2,101670
NJ,1980,3,100870
NJ,1980,4,103900
NJ,1981,1,104390
NJ,1981,2,105830
NJ,1981,3,107650
NJ,1981,4,107670
NJ,1982,1,111130
NJ,1982,2,112300
NJ,1982,3,111450
NJ,1982,4,109410
NJ,1983,1,110200
NJ,1983,2,113940
NJ,1983,3,117770
NJ,1983,4,120950
NJ,1984,1,124100
NJ,1984,2,130270
NJ,1984,3,135160
NJ,1984,4,138440
NJ,1985,1,142400
NJ,1985,2,148730
NJ,1985,3,155200
NJ,1985,4,162040
NJ,1986,1,168120
NJ,1986,2,178290
NJ,1986,3,189450
NJ,1986,4,199350
NJ,1987,1,210410
NJ,1987,2,221510
NJ,1987,3,230210
NJ,1987,4,235400
NJ,1988,1,240610
NJ,1988,2,246760
NJ,1988,3,247400
NJ,1988,4,246650
NJ,1989,1,246030
NJ,1989,2,245640
NJ,1989,3,246860
NJ,1989,4,247590
NJ,1990,1,244560
NJ,1990,2,239360
NJ,1990,3,236130
NJ,1990,4,232150
NJ,1991,1,231080
NJ,1991,2,229380
NJ,1991,3,228110
NJ,1991,4,230780
NJ,1992,1,232590
NJ,1992,2,230680
NJ,1992,3,232510
NJ,1992,4,233900
NJ,1993,1,233750
NJ,1993,2,235420
NJ,1993,3,235940
NJ,1993,4,237460
NJ,1994,1,238030
NJ,1994,2,236030
NJ,1994,3,233750
NJ,1994,4,230980
NJ,1995,1,230820
NJ,1995,2,233370
NJ,1995,3,237400
NJ,1995,4,237960
NJ,1996,1,241070
NJ,1996,2,239140
NJ,1996,3,238670
NJ,1996,4,238490
NJ,1997,1,240370
NJ,1997,2,241250
NJ,1997,3,244090
NJ,1997,4,246480
NJ,1998,1,250910
NJ,1998,2,251860
NJ,1998,3,254430
NJ,1998,4,256340
NJ,1999,1,259430
NJ,1999,2,263040
NJ,1999,3,269610
NJ,1999,4,272440
NJ,2000,1,279500
NJ,2000,2,286280
NJ,2000,3,294690
NJ,2000,4,299190
NJ,2001,1,305950
NJ,2001,2,314580
NJ,2001,3,323700
NJ,2001,4,330110
NJ,2002,1,339680
NJ,2002,2,352320
NJ,2002,3,364040
NJ,2002,4,372430
NJ,2003,1,379320
NJ,2003,2,385960
NJ,2003,3,397650
NJ,2003,4,417800
NJ,2004,1,426460
NJ,2004,2,439890
NJ,2004,3,469410
NJ,2004,4,481340
NJ,2005,1,495630
NJ,2005,2,517320
NJ,2005,3,537060
NJ,2005,4,553270
NJ,2006,1,563960
NJ,2006,2,570290
NJ,2006,3,573790
NJ,2006,4,576650
NJ,2007,1,577380
NJ,2007,2,573740
NJ,2007,3,566830
NJ,2007,4,564390
NJ,2008,1,560600
NJ,2008,2,544650
NJ,2008,3,528960
NJ,2008,4,523420
NJ,2009,1,521890
NJ,2009,2,505120
NJ,2009,3,492040
NJ,2009,4,488390
NJ,2010,1,485540
NJ,2010,2,482040
NJ,2010,3,485100
NJ,2010,4,484170
NJ,2011,1,472710
NJ,2011,2,463140
NJ,2011,3,461730
NJ,2011,4,461940
NJ,2012,1,455560
NJ,2012,2,449540
NJ,2012,3,451890
NJ,2012,4,452820
NJ,2013,1,452910
NJ,2013,2,453570
NJ,2013,3,454370
NJ,2013,4,455860
NJ,2014,1,458850
NJ,2014,2,463530
NJ,2014,3,467690
NJ,2014,4,469850
NJ,2015,1,473320
NJ,2015,2,477310
NJ,2015,3,479080
NJ,2015,4,480360
NJ,2016,1,483550
NJ,2016,2,488780
NJ,2016,3,493140
NJ,2016,4,496340
NJ,2017,1,493260
NJ,2017,2,501670
NJ,2017,3,508190
NJ,2017,4,511550
NJ,2018,1,516850
NJ,2018,2,521500
NJ,2018,3,526870
NJ,2018,4,528940
NJ,2019,1,533820
NJ,2019,2,540460
NJ,2019,3,548350
NM,1975,1,56840
NM,1975,2,58650
NM,1975,3,59390
NM,1975,4,55700
NM,1976,1,59830
NM,1976,2,61820
NM,1976,3,63540
NM,1976,4,65820
NM,1977,1,69970
NM,1977,2,70090
NM,1977,3,73210
NM,1977,4,75610
NM,1978,1,76920
NM,1978,2,78010
NM,1978,3,81270
NM,1978,4,84120
NM,1979,1,89100
NM,1979,2,92070
NM,1979,3,93860
NM,1979,4,95740
NM,1980,1,100000
NM,1980,2,97750
NM,1980,3,99030
NM,1980,4,105140
NM,1981,1,101760
NM,1981,2,111000
NM,1981,3,114140
NM,1981,4,118030
NM,1982,1,121310
NM,1982,2,125070
NM,1982,3,130090
NM,1982,4,124110
NM,1983,1,130730
NM,1983,2,122400
NM,1983,3,123500
NM,1983,4,125790
NM,1984,1,124710
NM,1984,2,121890
NM,1984,3,126170
NM,1984,4,127530
NM,1985,1,126220
NM,1985,2,126310
NM,1985,3,128370
NM,1985,4,128420
NM,1986,1,130330
NM,1986,2,132980
NM,1986,3,132260
NM,1986,4,133100
NM,1987,1,134810
NM,1987,2,133750
NM,1987,3,132210
NM,1987,4,131080
NM,1988,1,130930
NM,1988,2,130260
NM,1988,3,131440
NM,1988,4,129830
NM,1989,1,130550
NM,1989,2,131160
NM,1989,3,133320
NM,1989,4,135270
NM,1990,1,132670
NM,1990,2,133270
NM,1990,3,134620
NM,1990,4,135180
NM,1991,1,135990
NM,1991,2,137510
NM,1991,3,138250
NM,1991,4,140270
NM,1992,1,143970
NM,1992,2,144750
NM,1992,3,145660
NM,1992,4,147950
NM,1993,1,149660
NM,1993,2,153440
NM,1993,3,156430
NM,1993,4,159180
NM,1994,1,164280
NM,1994,2,169360
NM,1994,3,172990
NM,1994,4,175580
NM,1995,1,176690
NM,1995,2,181260
NM,1995,3,184650
NM,1995,4,185960
NM,1996,1,187310
NM,1996,2,186900
NM,1996,3,186360
NM,1996,4,187540
NM,1997,1,188680
NM,1997,2,189780
NM,1997,3,190870
NM,1997,4,192640
NM,1998,1,193940
NM,1998,2,193880
NM,1998,3,195520
NM,1998,4,197490
NM,1999,1,197820
NM,1999,2,197510
NM,1999,3,196920
NM,1999,4,198000
NM,2000,1,198250
NM,2000,2,198960
NM,2000,3,200250
NM,2000,4,201380
NM,2001,1,206140
NM,2001,2,207720
NM,2001,3,208990
NM,2001,4,210560
NM,2002,1,211580
NM,2002,2,214500
NM,2002,3,217800
NM,2002,4,219690
NM,2003,1,222390
NM,2003,2,224990
NM,2003,3,227670
NM,2003,4,232620
NM,2004,1,235130
NM,2004,2,240370
NM,2004,3,246410
NM,2004,4,251450
NM,2005,1,256510
NM,2005,2,267970
NM,2005,3,278200
NM,2005,4,286540
NM,2006,1,294820
NM,2006,2,305600
NM,2006,3,313270
NM,2006,4,320330
NM,2007,1,325390
NM,2007,2,327880
NM,2007,3,328820
NM,2007,4,329880
NM,2008,1,331290
NM,2008,2,326830
NM,2008,3,319120
NM,2008,4,318220
NM,2009,1,321030
NM,2009,2,312220
NM,2009,3,305820
NM,2009,4,303070
NM,2010,1,302650
NM,2010,2,297570
NM,2010,3,299180
NM,2010,4,296480
NM,2011,1,288350
NM,2011,2,283040
NM,2011,3,284300
NM,2011,4,285420
NM,2012,1,280730
NM,2012,2,278610
NM,2012,3,280460
NM,2012,4,281280
NM,2013,1,282450
NM,2013,2,282510
NM,2013,3,281970
NM,2013,4,283440
NM,2014,1,282480
NM,2014,2,283770
NM,2014,3,286680
NM,2014,4,287590
NM,2015,1,288620
NM,2015,2,289940
NM,2015,3,293810
NM,2015,4,292660
NM,2016,1,294350
NM,2016,2,298830
NM,2016,3,301320
NM,2016,4,305490
NM,2017,1,305290
NM,2017,2,307880
NM,2017,3,314600
NM,2017,4,315240
NM,2018,1,315420
NM,2018,2,322440
NM,2018,3,325280
NM,2018,4,327860
NM,2019,1,330770
NM,2019,2,339650
NM,2019,3,344920
NV,1975,1,52140
NV,1975,2,29990
NV,1975,3,53770
NV,1975,4,50920
NV,1976,1,59150
NV,1976,2,56330
NV,1976,3,60240
NV,1976,4,60900
NV,1977,1,62990
NV,1977,2,60970
NV,1977,3,70000
NV,1977,4,63820
NV,1978,1,73570
NV,1978,2,79450
NV,1978,3,83330
NV,1978,4,89200
NV,1979,1,91950
NV,1979,2,97040
NV,1979,3,99060
NV,1979,4,102770
NV,1980,1,100000
NV,1980,2,101600
NV,1980,3,105700
NV,1980,4,106210
NV,1981,1,108140
NV,1981,2,117730
NV,1981,3,118170
NV,1981,4,113900
NV,1982,1,120570
NV,1982,2,120300
NV,1982,3,120400
NV,1982,4,124120
NV,1983,1,119620
NV,1983,2,117430
NV,1983,3,120110
NV,1983,4,115120
NV,1984,1,119690
NV,1984,2,117990
NV,1984,3,113550
NV,1984,4,116890
NV,1985,1,117440
NV,1985,2,117630
NV,1985,3,118510
NV,1985,4,118610
NV,1986,1,121120
NV,1986,2,124080
NV,1986,3,124070
NV,1986,4,123930
NV,1987,1,126340
NV,1987,2,125740
NV,1987,3,124900
NV,1987,4,124420
NV,1988,1,125570
NV,1988,2,126540
NV,1988,3,128200
NV,1988,4,129720
NV,1989,1,130340
NV,1989,2,132210
NV,1989,3,135550
NV,1989,4,137460
NV,1990,1,140190
NV,1990,2,142150
NV,1990,3,145910
NV,1990,4,147500
NV,1991,1,150660
NV,1991,2,151870
NV,1991,3,152610
NV,1991,4,155820
NV,1992,1,157270
NV,1992,2,156670
NV,1992,3,159600
NV,1992,4,160490
NV,1993,1,160380
NV,1993,2,161710
NV,1993,3,163090
NV,1993,4,164070
NV,1994,1,164210
NV,1994,2,164910
NV,1994,3,165800
NV,1994,4,165350
NV,1995,1,166470
NV,1995,2,169910
NV,1995,3,172540
NV,1995,4,173970
NV,1996,1,175870
NV,1996,2,175300
NV,1996,3,175190
NV,1996,4,177000
NV,1997,1,178150
NV,1997,2,178150
NV,1997,3,181080
NV,1997,4,181900
NV,1998,1,184030
NV,1998,2,184720
NV,1998,3,185510
NV,1998,4,186660
NV,1999,1,187070
NV,1999,2,186720
NV,1999,3,187980
NV,1999,4,188080
NV,2000,1,189830
NV,2000,2,192260
NV,2000,3,194000
NV,2000,4,196820
NV,2001,1,201210
NV,2001,2,203790
NV,2001,3,207560
NV,2001,4,210220
NV,2002,1,213210
NV,2002,2,216750
NV,2002,3,221450
NV,2002,4,223930
NV,2003,1,227960
NV,2003,2,232460
NV,2003,3,239150
NV,2003,4,253560
NV,2004,1,266880
NV,2004,2,291040
NV,2004,3,328160
NV,2004,4,340510
NV,2005,1,354340
NV,2005,2,373180
NV,2005,3,386130
NV,2005,4,400760
NV,2006,1,409730
NV,2006,2,410190
NV,2006,3,411730
NV,2006,4,410480
NV,2007,1,407950
NV,2007,2,398860
NV,2007,3,385770
NV,2007,4,375520
NV,2008,1,354430
NV,2008,2,326380
NV,2008,3,293510
NV,2008,4,278090
NV,2009,1,276610
NV,2009,2,256670
NV,2009,3,238550
NV,2009,4,231790
NV,2010,1,222890
NV,2010,2,215130
NV,2010,3,215880
NV,2010,4,210330
NV,2011,1,198680
NV,2011,2,185550
NV,2011,3,184640
NV,2011,4,184570
NV,2012,1,182410
NV,2012,2,181900
NV,2012,3,186330
NV,2012,4,191650
NV,2013,1,197310
NV,2013,2,209740
NV,2013,3,223610
NV,2013,4,233250
NV,2014,1,239180
NV,2014,2,246920
NV,2014,3,255860
NV,2014,4,259900
NV,2015,1,264680
NV,2015,2,273760
NV,2015,3,281910
NV,2015,4,288630
NV,2016,1,291950
NV,2016,2,299450
NV,2016,3,308860
NV,2016,4,312840
NV,2017,1,317570
NV,2017,2,330060
NV,2017,3,339470
NV,2017,4,348610
NV,2018,1,359950
NV,2018,2,376750
NV,2018,3,388950
NV,2018,4,395980
NV,2019,1,398750
NV,2019,2,405330
NV,2019,3,408470
NY,1975,1,78510
NY,1975,2,75560
NY,1975,3,77740
NY,1975,4,79990
NY,1976,1,73300
NY,1976,2,75070
NY,1976,3,75640
NY,1976,4,74240
NY,1977,1,77820
NY,1977,2,82960
NY,1977,3,82380
NY,1977,4,84700
NY,1978,1,83420
NY,1978,2,87670
NY,1978,3,83900
NY,1978,4,84150
NY,1979,1,96140
NY,1979,2,95740
NY,1979,3,94670
NY,1979,4,98250
NY,1980,1,100000
NY,1980,2,107070
NY,1980,3,114790
NY,1980,4,111230
NY,1981,1,112240
NY,1981,2,108630
NY,1981,3,115610
NY,1981,4,115260
NY,1982,1,129710
NY,1982,2,133640
NY,1982,3,124880
NY,1982,4,128860
NY,1983,1,129010
NY,1983,2,132830
NY,1983,3,138370
NY,1983,4,147140
NY,1984,1,150770
NY,1984,2,156500
NY,1984,3,162180
NY,1984,4,169310
NY,1985,1,176300
NY,1985,2,184590
NY,1985,3,191420
NY,1985,4,198900
NY,1986,1,206960
NY,1986,2,217180
NY,1986,3,227080
NY,1986,4,237250
NY,1987,1,246620
NY,1987,2,255280
NY,1987,3,267000
NY,1987,4,270830
NY,1988,1,277260
NY,1988,2,280730
NY,1988,3,282720
NY,1988,4,283500
NY,1989,1,283310
NY,1989,2,282820
NY,1989,3,285740
NY,1989,4,286580
NY,1990,1,286580
NY,1990,2,283280
NY,1990,3,281730
NY,1990,4,278590
NY,1991,1,278270
NY,1991,2,280120
NY,1991,3,279260
NY,1991,4,281440
NY,1992,1,286670
NY,1992,2,282800
NY,1992,3,285930
NY,1992,4,287950
NY,1993,1,282680
NY,1993,2,289260
NY,1993,3,288350
NY,1993,4,289520
NY,1994,1,286210
NY,1994,2,282380
NY,1994,3,280890
NY,1994,4,275770
NY,1995,1,274440
NY,1995,2,279080
NY,1995,3,283730
NY,1995,4,282930
NY,1996,1,287710
NY,1996,2,285910
NY,1996,3,283910
NY,1996,4,283730
NY,1997,1,283660
NY,1997,2,287200
NY,1997,3,289660
NY,1997,4,292580
NY,1998,1,299160
NY,1998,2,301570
NY,1998,3,303800
NY,1998,4,307790
NY,1999,1,310100
NY,1999,2,316080
NY,1999,3,324810
NY,1999,4,330780
NY,2000,1,335560
NY,2000,2,345680
NY,2000,3,355770
NY,2000,4,361190
NY,2001,1,369400
NY,2001,2,377570
NY,2001,3,387760
NY,2001,4,394540
NY,2002,1,404230
NY,2002,2,416880
NY,2002,3,429500
NY,2002,4,438800
NY,2003,1,448610
NY,2003,2,459310
NY,2003,3,465930
NY,2003,4,487780
NY,2004,1,497580
NY,2004,2,511300
NY,2004,3,537400
NY,2004,4,550930
NY,2005,1,565860
NY,2005,2,584700
NY,2005,3,604290
NY,2005,4,618170
NY,2006,1,629100
NY,2006,2,631110
NY,2006,3,630410
NY,2006,4,638600
NY,2007,1,641690
NY,2007,2,639550
NY,2007,3,630400
NY,2007,4,632500
NY,2008,1,635920
NY,2008,2,624070
NY,2008,3,607790
NY,2008,4,601970
NY,2009,1,609240
NY,2009,2,595970
NY,2009,3,581660
NY,2009,4,576520
NY,2010,1,572600
NY,2010,2,569270
NY,2010,3,577150
NY,2010,4,576890
NY,2011,1,568250
NY,2011,2,560090
NY,2011,3,557740
NY,2011,4,562190
NY,2012,1,557700
NY,2012,2,552490
NY,2012,3,554190
NY,2012,4,556260
NY,2013,1,556880
NY,2013,2,558780
NY,2013,3,561270
NY,2013,4,561150
NY,2014,1,561370
NY,2014,2,567180
NY,2014,3,575560
NY,2014,4,579880
NY,2015,1,585190
NY,2015,2,589690
NY,2015,3,595240
NY,2015,4,597250
NY,2016,1,600090
NY,2016,2,610830
NY,2016,3,619110
NY,2016,4,625610
NY,2017,1,627870
NY,2017,2,638590
NY,2017,3,652570
NY,2017,4,659850
NY,2018,1,667620
NY,2018,2,677280
NY,2018,3,690920
NY,2018,4,693160
NY,2019,1,701310
NY,2019,2,711900
NY,2019,3,722250
OH,1975,1,65070
OH,1975,2,64750
OH,1975,3,64310
OH,1975,4,65790
OH,1976,1,66360
OH,1976,2,68690
OH,1976,3,71080
OH,1976,4,72270
OH,1977,1,73230
OH,1977,2,75120
OH,1977,3,78780
OH,1977,4,81080
OH,1978,1,83120
OH,1978,2,86310
OH,1978,3,88860
OH,1978,4,91310
OH,1979,1,95590
OH,1979,2,98350
OH,1979,3,99170
OH,1979,4,100730
OH,1980,1,100000
OH,1980,2,99600
OH,1980,3,102030
OH,1980,4,103390
OH,1981,1,103190
OH,1981,2,103690
OH,1981,3,103250
OH,1981,4,101630
OH,1982,1,101130
OH,1982,2,98330
OH,1982,3,102020
OH,1982,4,103290
OH,1983,1,102710
OH,1983,2,105410
OH,1983,3,106150
OH,1983,4,105630
OH,1984,1,106040
OH,1984,2,107230
OH,1984,3,107260
OH,1984,4,107470
OH,1985,1,108140
OH,1985,2,109350
OH,1985,3,110640
OH,1985,4,111520
OH,1986,1,113010
OH,1986,2,114520
OH,1986,3,116370
OH,1986,4,117900
OH,1987,1,120110
OH,1987,2,122570
OH,1987,3,125000
OH,1987,4,126240
OH,1988,1,128370
OH,1988,2,131100
OH,1988,3,132260
OH,1988,4,133510
OH,1989,1,135090
OH,1989,2,136470
OH,1989,3,139360
OH,1989,4,140360
OH,1990,1,141890
OH,1990,2,143210
OH,1990,3,145230
OH,1990,4,145530
OH,1991,1,147190
OH,1991,2,149240
OH,1991,3,150250
OH,1991,4,152480
OH,1992,1,154160
OH,1992,2,155180
OH,1992,3,157320
OH,1992,4,158860
OH,1993,1,159600
OH,1993,2,161440
OH,1993,3,163370
OH,1993,4,165330
OH,1994,1,167240
OH,1994,2,169990
OH,1994,3,170960
OH,1994,4,172480
OH,1995,1,173400
OH,1995,2,176710
OH,1995,3,179790
OH,1995,4,182040
OH,1996,1,184670
OH,1996,2,186370
OH,1996,3,187720
OH,1996,4,189590
OH,1997,1,192090
OH,1997,2,193600
OH,1997,3,196300
OH,1997,4,198700
OH,1998,1,201080
OH,1998,2,202930
OH,1998,3,205440
OH,1998,4,207660
OH,1999,1,209840
OH,1999,2,211630
OH,1999,3,212320
OH,1999,4,213660
OH,2000,1,215900
OH,2000,2,218500
OH,2000,3,221130
OH,2000,4,224000
OH,2001,1,228270
OH,2001,2,230640
OH,2001,3,232790
OH,2001,4,234710
OH,2002,1,236700
OH,2002,2,238310
OH,2002,3,240660
OH,2002,4,242240
OH,2003,1,244000
OH,2003,2,245780
OH,2003,3,247770
OH,2003,4,251180
OH,2004,1,252670
OH,2004,2,254180
OH,2004,3,257170
OH,2004,4,259850
OH,2005,1,262250
OH,2005,2,264240
OH,2005,3,266780
OH,2005,4,267160
OH,2006,1,267160
OH,2006,2,266090
OH,2006,3,265520
OH,2006,4,266600
OH,2007,1,266740
OH,2007,2,265140
OH,2007,3,262240
OH,2007,4,262210
OH,2008,1,263420
OH,2008,2,259420
OH,2008,3,252960
OH,2008,4,253520
OH,2009,1,258080
OH,2009,2,252210
OH,2009,3,247130
OH,2009,4,246720
OH,2010,1,243980
OH,2010,2,242100
OH,2010,3,245350
OH,2010,4,244310
OH,2011,1,236820
OH,2011,2,233310
OH,2011,3,236300
OH,2011,4,236960
OH,2012,1,234130
OH,2012,2,233020
OH,2012,3,235250
OH,2012,4,234690
OH,2013,1,233690
OH,2013,2,234480
OH,2013,3,235520
OH,2013,4,235350
OH,2014,1,235770
OH,2014,2,241070
OH,2014,3,243470
OH,2014,4,244770
OH,2015,1,246170
OH,2015,2,250350
OH,2015,3,253040
OH,2015,4,253890
OH,2016,1,255210
OH,2016,2,259630
OH,2016,3,265180
OH,2016,4,265020
OH,2017,1,266140
OH,2017,2,274570
OH,2017,3,278910
OH,2017,4,279680
OH,2018,1,283260
OH,2018,2,290440
OH,2018,3,296770
OH,2018,4,297220
OH,2019,1,300330
OH,2019,2,307580
OH,2019,3,311290
OK,1975,1,52040
OK,1975,2,53090
OK,1975,3,52160
OK,1975,4,53310
OK,1976,1,54550
OK,1976,2,60620
OK,1976,3,59300
OK,1976,4,61910
OK,1977,1,63670
OK,1977,2,63670
OK,1977,3,67780
OK,1977,4,69480
OK,1978,1,71840
OK,1978,2,77760
OK,1978,3,81580
OK,1978,4,84170
OK,1979,1,88180
OK,1979,2,90530
OK,1979,3,93240
OK,1979,4,95810
OK,1980,1,100000
OK,1980,2,98600
OK,1980,3,103850
OK,1980,4,101620
OK,1981,1,102470
OK,1981,2,106280
OK,1981,3,111320
OK,1981,4,113160
OK,1982,1,115920
OK,1982,2,118680
OK,1982,3,119460
OK,1982,4,122530
OK,1983,1,123480
OK,1983,2,125470
OK,1983,3,126520
OK,1983,4,125830
OK,1984,1,121980
OK,1984,2,121860
OK,1984,3,119580
OK,1984,4,119310
OK,1985,1,118450
OK,1985,2,116720
OK,1985,3,116880
OK,1985,4,113500
OK,1986,1,115630
OK,1986,2,116770
OK,1986,3,112650
OK,1986,4,111090
OK,1987,1,110990
OK,1987,2,107890
OK,1987,3,102270
OK,1987,4,99950
OK,1988,1,97660
OK,1988,2,98540
OK,1988,3,96700
OK,1988,4,97340
OK,1989,1,97830
OK,1989,2,99440
OK,1989,3,100880
OK,1989,4,100110
OK,1990,1,99970
OK,1990,2,101040
OK,1990,3,100720
OK,1990,4,100390
OK,1991,1,102200
OK,1991,2,103500
OK,1991,3,103790
OK,1991,4,105740
OK,1992,1,106390
OK,1992,2,106390
OK,1992,3,108060
OK,1992,4,108520
OK,1993,1,108860
OK,1993,2,110740
OK,1993,3,112240
OK,1993,4,113980
OK,1994,1,114550
OK,1994,2,116740
OK,1994,3,116600
OK,1994,4,116940
OK,1995,1,117490
OK,1995,2,119600
OK,1995,3,121510
OK,1995,4,122220
OK,1996,1,123690
OK,1996,2,124670
OK,1996,3,125580
OK,1996,4,126250
OK,1997,1,126830
OK,1997,2,127640
OK,1997,3,129340
OK,1997,4,131190
OK,1998,1,132970
OK,1998,2,134080
OK,1998,3,135560
OK,1998,4,137790
OK,1999,1,138500
OK,1999,2,139790
OK,1999,3,141800
OK,1999,4,141930
OK,2000,1,143370
OK,2000,2,145000
OK,2000,3,147350
OK,2000,4,148390
OK,2001,1,151770
OK,2001,2,153320
OK,2001,3,154970
OK,2001,4,156670
OK,2002,1,157480
OK,2002,2,159030
OK,2002,3,161210
OK,2002,4,163150
OK,2003,1,164170
OK,2003,2,166290
OK,2003,3,167390
OK,2003,4,169010
OK,2004,1,170980
OK,2004,2,172540
OK,2004,3,173800
OK,2004,4,176850
OK,2005,1,177840
OK,2005,2,180860
OK,2005,3,184280
OK,2005,4,186420
OK,2006,1,187720
OK,2006,2,190200
OK,2006,3,191510
OK,2006,4,194310
OK,2007,1,196760
OK,2007,2,197570
OK,2007,3,200270
OK,2007,4,202060
OK,2008,1,203110
OK,2008,2,204200
OK,2008,3,202570
